Date Created,Click Date,Cohort Day,Total Clicks,Clicks Today,Link,Hash,Admin/Lister
2017-05-30,2017-06-14,15,108,69,http://bit.ly/2rgc9Ej,2rgc9Ej,Admin
2017-04-06,2017-06-14,69,104,0,http://bit.ly/2oePuJ5,2oePuJ5,Lister
2017-04-27,2017-06-14,48,100,0,http://bit.ly/2pjZH5p,2pjZH5p,Admin
2017-04-10,2017-06-14,65,98,0,http://bit.ly/2onLVjZ,2onLVjZ,Admin
2017-04-22,2017-06-14,53,90,0,http://bit.ly/2q1B5h9,2q1B5h9,Lister
2017-06-19,2017-06-14,-5,88,0,http://bit.ly/2sqxbAw,2sqxbAw,Lister
2017-05-12,2017-06-14,33,83,0,http://bit.ly/2pq3Fg8,2pq3Fg8,Admin
2017-05-04,2017-06-14,41,77,0,http://bit.ly/2qvGfpk,2qvGfpk,Admin
2017-05-03,2017-06-14,42,75,0,http://bit.ly/2qFQ6p8,2qFQ6p8,Lister
2017-05-01,2017-06-14,44,71,0,http://bit.ly/2pvECVJ,2pvECVJ,Admin
2017-04-26,2017-06-14,49,70,0,http://bit.ly/2pj1RST,2pj1RST,Admin
2017-05-15,2017-06-14,30,69,0,http://bit.ly/2qkwHNw,2qkwHNw,Lister
2017-04-08,2017-06-14,67,69,0,http://bit.ly/2nOEPRk,2nOEPRk,Admin
2017-06-06,2017-06-14,8,66,0,http://bit.ly/2qYKHy5,2qYKHy5,Admin
2017-06-13,2017-06-14,1,65,1,http://bit.ly/2s6cyJQ,2s6cyJQ,Admin
2017-05-01,2017-06-14,44,63,0,http://bit.ly/2qpEKpE,2qpEKpE,Lister
2017-06-05,2017-06-14,9,62,0,http://bit.ly/2rCTwuf,2rCTwuf,Lister
2017-05-26,2017-06-14,19,57,0,http://bit.ly/2r1pWP1,2r1pWP1,Admin
2017-06-13,2017-06-14,1,57,1,http://bit.ly/2rmAr2J,2rmAr2J,Admin
2017-04-09,2017-06-14,66,57,0,http://bit.ly/2onBdKh,2onBdKh,Admin
2017-05-03,2017-06-14,42,56,0,http://bit.ly/2p9cqHc,2p9cqHc,Lister
2017-05-17,2017-06-14,28,52,0,http://bit.ly/2pIur3j,2pIur3j,Admin
2017-05-22,2017-06-14,23,52,0,http://bit.ly/2q0vfkr,2q0vfkr,Admin
2017-04-28,2017-06-14,47,50,0,http://bit.ly/2ptV76K,2ptV76K,Lister
2017-05-04,2017-06-14,41,50,0,http://bit.ly/2qIBR2F,2qIBR2F,Admin
2017-05-04,2017-06-14,41,48,0,http://bit.ly/2qwkm9p,2qwkm9p,Lister
2017-04-19,2017-06-14,56,47,0,http://bit.ly/2pRrKrV,2pRrKrV,Admin
2017-05-15,2017-06-14,30,44,0,http://bit.ly/2r9A7n6,2r9A7n6,Lister
2017-05-03,2017-06-14,42,43,0,http://bit.ly/2oYn9s8,2oYn9s8,Lister
2017-04-24,2017-06-14,51,43,0,http://bit.ly/2q7WzZF,2q7WzZF,Admin
2017-04-11,2017-06-14,64,41,0,http://bit.ly/2oUvsEK,2oUvsEK,Admin
2017-05-22,2017-06-14,23,39,0,http://bit.ly/2qPRCpM,2qPRCpM,Admin
2017-05-02,2017-06-14,43,38,0,http://bit.ly/2qoBldU,2qoBldU,Lister
2017-05-07,2017-06-14,38,38,0,http://bit.ly/2qG6HwK,2qG6HwK,Admin
2017-05-03,2017-06-14,42,38,0,http://bit.ly/2p6nbck,2p6nbck,Lister
2017-04-09,2017-06-14,66,37,0,http://bit.ly/2on37G4,2on37G4,Admin
2017-05-12,2017-06-14,33,37,0,http://bit.ly/2pseHRV,2pseHRV,Admin
2017-05-15,2017-06-14,30,35,0,http://bit.ly/2qoHNyZ,2qoHNyZ,Admin
2017-05-11,2017-06-14,34,34,0,http://bit.ly/2qw0iUV,2qw0iUV,Lister
2017-05-01,2017-06-14,44,33,0,http://bit.ly/2qlotFa,2qlotFa,Lister
2017-05-24,2017-06-14,21,31,0,http://bit.ly/2qWx5A8,2qWx5A8,Admin
2017-04-25,2017-06-14,50,30,0,http://bit.ly/2q2QtNH,2q2QtNH,Lister
2017-05-10,2017-06-14,35,29,0,http://bit.ly/2pwGZpE,2pwGZpE,Lister
2017-05-26,2017-06-14,19,29,0,http://bit.ly/2r49FZt,2r49FZt,Admin
2017-04-19,2017-06-14,56,27,0,http://bit.ly/2pDeKXI,2pDeKXI,Lister
2017-05-04,2017-06-14,41,27,0,http://bit.ly/2qEsUbJ,2qEsUbJ,Lister
2017-05-01,2017-06-14,44,26,0,http://bit.ly/2pPwQcj,2pPwQcj,Lister
2017-05-04,2017-06-14,41,26,0,http://bit.ly/2qvyTSX,2qvyTSX,Lister
2017-04-11,2017-06-14,64,26,0,http://bit.ly/2oVNqXB,2oVNqXB,Admin
2017-05-05,2017-06-14,40,25,0,http://bit.ly/2qJrmx2,2qJrmx2,Lister
2017-05-22,2017-06-14,23,24,0,http://bit.ly/2q3EwZ3,2q3EwZ3,Admin
2017-04-10,2017-06-14,65,24,0,http://bit.ly/2onNgXQ,2onNgXQ,Admin
2017-04-28,2017-06-14,47,24,0,http://bit.ly/2oQsw7N,2oQsw7N,Lister
2017-06-16,2017-06-14,-2,24,0,http://bit.ly/2shcVl2,2shcVl2,Admin
2017-05-02,2017-06-14,43,23,0,http://bit.ly/2qn1dGR,2qn1dGR,Lister
2017-04-29,2017-06-14,46,23,0,http://bit.ly/2qiYIm1,2qiYIm1,Lister
2017-05-26,2017-06-14,19,23,0,http://bit.ly/2r1Nvaf,2r1Nvaf,Admin
2017-05-18,2017-06-14,27,22,0,http://bit.ly/2pQbWKo,2pQbWKo,Admin
2017-05-04,2017-06-14,41,22,0,http://bit.ly/2pa7st4,2pa7st4,Lister
2017-05-17,2017-06-14,28,22,0,http://bit.ly/2pL7pZH,2pL7pZH,Admin
2017-05-17,2017-06-14,28,21,0,http://bit.ly/2pIrMqB,2pIrMqB,Admin
2017-04-19,2017-06-14,56,21,0,http://bit.ly/2pCXsNi,2pCXsNi,Lister
2017-05-11,2017-06-14,34,21,0,http://bit.ly/2potRIb,2potRIb,Lister
2017-05-10,2017-06-14,35,21,0,http://bit.ly/2qTdIud,2qTdIud,Admin
2017-05-02,2017-06-14,43,20,0,http://bit.ly/2pC6Car,2pC6Car,Admin
2017-05-05,2017-06-14,40,20,0,http://bit.ly/2qAXLbF,2qAXLbF,Lister
2017-05-05,2017-06-14,40,20,0,http://bit.ly/2q8b3N6,2q8b3N6,Lister
2017-05-12,2017-06-14,33,19,0,http://bit.ly/2pstrR3,2pstrR3,Lister
2017-05-12,2017-06-14,33,19,0,http://bit.ly/2qcWu8i,2qcWu8i,Lister
2017-05-31,2017-06-14,14,19,0,http://bit.ly/2qBwCpU,2qBwCpU,Admin
2017-04-27,2017-06-14,48,18,0,http://bit.ly/2p5IYUT,2p5IYUT,Lister
2017-05-12,2017-06-14,33,17,0,http://bit.ly/2pstso5,2pstso5,Admin
2017-06-19,2017-06-14,-5,16,0,http://bit.ly/2sqqePX,2sqqePX,Admin
2017-06-13,2017-06-14,1,16,11,http://bit.ly/2rmzzei,2rmzzei,Admin
2017-04-21,2017-06-14,54,16,0,http://bit.ly/2plQvQN,2plQvQN,Admin
2017-05-11,2017-06-14,34,16,0,http://bit.ly/2r666Sq,2r666Sq,Lister
2017-04-21,2017-06-14,54,15,0,http://bit.ly/2pNfsVi,2pNfsVi,Lister
2017-05-24,2017-06-14,21,15,0,http://bit.ly/2qWoQnx,2qWoQnx,Admin
2017-05-19,2017-06-14,26,15,0,http://bit.ly/2pQUh5e,2pQUh5e,Admin
2017-05-01,2017-06-14,44,15,0,http://bit.ly/2pnZboP,2pnZboP,Lister
2017-05-02,2017-06-14,43,14,0,http://bit.ly/2qoUgW0,2qoUgW0,Lister
2017-05-03,2017-06-14,42,14,0,http://bit.ly/2qzKGwG,2qzKGwG,Lister
2017-05-01,2017-06-14,44,14,0,http://bit.ly/2pPp2XW,2pPp2XW,Lister
2017-05-27,2017-06-14,18,14,0,http://bit.ly/2r7ARGE,2r7ARGE,Admin
2017-05-05,2017-06-14,40,13,0,http://bit.ly/2qAGbEE,2qAGbEE,Admin
2017-05-22,2017-06-14,23,13,0,http://bit.ly/2q3MCkb,2q3MCkb,Lister
2017-04-11,2017-06-14,64,12,0,http://bit.ly/2oVzaxM,2oVzaxM,Lister
2017-06-08,2017-06-14,6,12,1,http://bit.ly/2rR8VYh,2rR8VYh,Admin
2017-05-05,2017-06-13,39,814,1,http://bit.ly/2qAqRZ1,2qAqRZ1,Lister
2017-05-30,2017-06-13,14,427,3,http://bit.ly/2qw2Umg,2qw2Umg,Admin
2017-04-27,2017-06-13,47,330,0,http://bit.ly/2pmhCZb,2pmhCZb,Admin
2017-04-11,2017-06-13,63,252,0,http://bit.ly/2oVMRgw,2oVMRgw,Admin
2017-05-02,2017-06-13,42,201,0,http://bit.ly/2qouOzy,2qouOzy,Admin
2017-04-11,2017-06-13,63,165,0,http://bit.ly/2oVu9pf,2oVu9pf,Admin
2017-06-06,2017-06-13,7,142,1,http://bit.ly/2rId5Bu,2rId5Bu,Admin
2017-05-30,2017-06-13,14,122,0,http://bit.ly/2rgBzBK,2rgBzBK,Admin
2017-05-16,2017-06-13,28,116,1,http://bit.ly/2qtOwb4,2qtOwb4,Admin
2017-06-07,2017-06-13,6,115,2,http://bit.ly/2rLN3gW,2rLN3gW,Admin
2017-05-24,2017-06-13,20,114,0,http://bit.ly/2qWG3NB,2qWG3NB,Lister
2017-04-10,2017-06-13,64,112,0,http://bit.ly/2oZdTD5,2oZdTD5,Admin
2017-05-30,2017-06-13,14,108,23,http://bit.ly/2rgc9Ej,2rgc9Ej,Admin
2017-04-06,2017-06-13,68,104,0,http://bit.ly/2oePuJ5,2oePuJ5,Lister
2017-04-27,2017-06-13,47,100,0,http://bit.ly/2pjZH5p,2pjZH5p,Admin
2017-04-10,2017-06-13,64,98,0,http://bit.ly/2onLVjZ,2onLVjZ,Admin
2017-04-22,2017-06-13,52,90,1,http://bit.ly/2q1B5h9,2q1B5h9,Lister
2017-06-19,2017-06-13,-6,88,0,http://bit.ly/2sqxbAw,2sqxbAw,Lister
2017-05-12,2017-06-13,32,83,0,http://bit.ly/2pq3Fg8,2pq3Fg8,Admin
2017-05-04,2017-06-13,40,77,0,http://bit.ly/2qvGfpk,2qvGfpk,Admin
2017-05-03,2017-06-13,41,75,1,http://bit.ly/2qFQ6p8,2qFQ6p8,Lister
2017-05-01,2017-06-13,43,71,0,http://bit.ly/2pvECVJ,2pvECVJ,Admin
2017-04-26,2017-06-13,48,70,0,http://bit.ly/2pj1RST,2pj1RST,Admin
2017-05-15,2017-06-13,29,69,0,http://bit.ly/2qkwHNw,2qkwHNw,Lister
2017-04-08,2017-06-13,66,69,0,http://bit.ly/2nOEPRk,2nOEPRk,Admin
2017-06-06,2017-06-13,7,66,2,http://bit.ly/2qYKHy5,2qYKHy5,Admin
2017-06-13,2017-06-13,0,65,1,http://bit.ly/2s6cyJQ,2s6cyJQ,Admin
2017-05-01,2017-06-13,43,63,0,http://bit.ly/2qpEKpE,2qpEKpE,Lister
2017-06-05,2017-06-13,8,62,0,http://bit.ly/2rCTwuf,2rCTwuf,Lister
2017-05-26,2017-06-13,18,57,0,http://bit.ly/2r1pWP1,2r1pWP1,Admin
2017-06-13,2017-06-13,0,57,0,http://bit.ly/2rmAr2J,2rmAr2J,Admin
2017-04-09,2017-06-13,65,57,0,http://bit.ly/2onBdKh,2onBdKh,Admin
2017-05-03,2017-06-13,41,56,0,http://bit.ly/2p9cqHc,2p9cqHc,Lister
2017-05-17,2017-06-13,27,52,0,http://bit.ly/2pIur3j,2pIur3j,Admin
2017-05-22,2017-06-13,22,52,0,http://bit.ly/2q0vfkr,2q0vfkr,Admin
2017-04-28,2017-06-13,46,50,0,http://bit.ly/2ptV76K,2ptV76K,Lister
2017-05-04,2017-06-13,40,50,0,http://bit.ly/2qIBR2F,2qIBR2F,Admin
2017-05-04,2017-06-13,40,48,0,http://bit.ly/2qwkm9p,2qwkm9p,Lister
2017-04-19,2017-06-13,55,47,0,http://bit.ly/2pRrKrV,2pRrKrV,Admin
2017-05-15,2017-06-13,29,44,0,http://bit.ly/2r9A7n6,2r9A7n6,Lister
2017-05-03,2017-06-13,41,43,0,http://bit.ly/2oYn9s8,2oYn9s8,Lister
2017-04-24,2017-06-13,50,43,0,http://bit.ly/2q7WzZF,2q7WzZF,Admin
2017-04-11,2017-06-13,63,41,0,http://bit.ly/2oUvsEK,2oUvsEK,Admin
2017-05-22,2017-06-13,22,39,0,http://bit.ly/2qPRCpM,2qPRCpM,Admin
2017-05-02,2017-06-13,42,38,0,http://bit.ly/2qoBldU,2qoBldU,Lister
2017-05-07,2017-06-13,37,38,0,http://bit.ly/2qG6HwK,2qG6HwK,Admin
2017-05-03,2017-06-13,41,38,0,http://bit.ly/2p6nbck,2p6nbck,Lister
2017-04-09,2017-06-13,65,37,0,http://bit.ly/2on37G4,2on37G4,Admin
2017-05-12,2017-06-13,32,37,0,http://bit.ly/2pseHRV,2pseHRV,Admin
2017-05-15,2017-06-13,29,35,0,http://bit.ly/2qoHNyZ,2qoHNyZ,Admin
2017-05-11,2017-06-13,33,34,0,http://bit.ly/2qw0iUV,2qw0iUV,Lister
2017-05-01,2017-06-13,43,33,0,http://bit.ly/2qlotFa,2qlotFa,Lister
2017-05-24,2017-06-13,20,31,0,http://bit.ly/2qWx5A8,2qWx5A8,Admin
2017-04-25,2017-06-13,49,30,0,http://bit.ly/2q2QtNH,2q2QtNH,Lister
2017-05-10,2017-06-13,34,29,0,http://bit.ly/2pwGZpE,2pwGZpE,Lister
2017-05-26,2017-06-13,18,29,0,http://bit.ly/2r49FZt,2r49FZt,Admin
2017-04-19,2017-06-13,55,27,0,http://bit.ly/2pDeKXI,2pDeKXI,Lister
2017-05-04,2017-06-13,40,27,0,http://bit.ly/2qEsUbJ,2qEsUbJ,Lister
2017-05-01,2017-06-13,43,26,0,http://bit.ly/2pPwQcj,2pPwQcj,Lister
2017-05-04,2017-06-13,40,26,0,http://bit.ly/2qvyTSX,2qvyTSX,Lister
2017-04-11,2017-06-13,63,26,0,http://bit.ly/2oVNqXB,2oVNqXB,Admin
2017-05-05,2017-06-13,39,25,0,http://bit.ly/2qJrmx2,2qJrmx2,Lister
2017-05-22,2017-06-13,22,24,0,http://bit.ly/2q3EwZ3,2q3EwZ3,Admin
2017-04-10,2017-06-13,64,24,0,http://bit.ly/2onNgXQ,2onNgXQ,Admin
2017-04-28,2017-06-13,46,24,0,http://bit.ly/2oQsw7N,2oQsw7N,Lister
2017-06-16,2017-06-13,-3,24,0,http://bit.ly/2shcVl2,2shcVl2,Admin
2017-05-02,2017-06-13,42,23,0,http://bit.ly/2qn1dGR,2qn1dGR,Lister
2017-04-29,2017-06-13,45,23,0,http://bit.ly/2qiYIm1,2qiYIm1,Lister
2017-05-26,2017-06-13,18,23,0,http://bit.ly/2r1Nvaf,2r1Nvaf,Admin
2017-05-18,2017-06-13,26,22,0,http://bit.ly/2pQbWKo,2pQbWKo,Admin
2017-05-04,2017-06-13,40,22,0,http://bit.ly/2pa7st4,2pa7st4,Lister
2017-05-17,2017-06-13,27,22,0,http://bit.ly/2pL7pZH,2pL7pZH,Admin
2017-05-17,2017-06-13,27,21,0,http://bit.ly/2pIrMqB,2pIrMqB,Admin
2017-04-19,2017-06-13,55,21,0,http://bit.ly/2pCXsNi,2pCXsNi,Lister
2017-05-11,2017-06-13,33,21,0,http://bit.ly/2potRIb,2potRIb,Lister
2017-05-10,2017-06-13,34,21,0,http://bit.ly/2qTdIud,2qTdIud,Admin
2017-05-02,2017-06-13,42,20,0,http://bit.ly/2pC6Car,2pC6Car,Admin
2017-05-05,2017-06-13,39,20,0,http://bit.ly/2qAXLbF,2qAXLbF,Lister
2017-05-05,2017-06-13,39,20,0,http://bit.ly/2q8b3N6,2q8b3N6,Lister
2017-05-12,2017-06-13,32,19,0,http://bit.ly/2pstrR3,2pstrR3,Lister
2017-05-12,2017-06-13,32,19,0,http://bit.ly/2qcWu8i,2qcWu8i,Lister
2017-05-31,2017-06-13,13,19,0,http://bit.ly/2qBwCpU,2qBwCpU,Admin
2017-04-27,2017-06-13,47,18,0,http://bit.ly/2p5IYUT,2p5IYUT,Lister
2017-05-12,2017-06-13,32,17,0,http://bit.ly/2pstso5,2pstso5,Admin
2017-06-19,2017-06-13,-6,16,0,http://bit.ly/2sqqePX,2sqqePX,Admin
2017-06-13,2017-06-13,0,16,0,http://bit.ly/2rmzzei,2rmzzei,Admin
2017-04-21,2017-06-13,53,16,0,http://bit.ly/2plQvQN,2plQvQN,Admin
2017-05-11,2017-06-13,33,16,0,http://bit.ly/2r666Sq,2r666Sq,Lister
2017-04-21,2017-06-13,53,15,0,http://bit.ly/2pNfsVi,2pNfsVi,Lister
2017-05-24,2017-06-13,20,15,0,http://bit.ly/2qWoQnx,2qWoQnx,Admin
2017-05-19,2017-06-13,25,15,0,http://bit.ly/2pQUh5e,2pQUh5e,Admin
2017-05-01,2017-06-13,43,15,0,http://bit.ly/2pnZboP,2pnZboP,Lister
2017-05-02,2017-06-13,42,14,0,http://bit.ly/2qoUgW0,2qoUgW0,Lister
2017-05-03,2017-06-13,41,14,0,http://bit.ly/2qzKGwG,2qzKGwG,Lister
2017-05-01,2017-06-13,43,14,0,http://bit.ly/2pPp2XW,2pPp2XW,Lister
2017-05-27,2017-06-13,17,14,0,http://bit.ly/2r7ARGE,2r7ARGE,Admin
2017-05-05,2017-06-13,39,13,0,http://bit.ly/2qAGbEE,2qAGbEE,Admin
2017-05-22,2017-06-13,22,13,0,http://bit.ly/2q3MCkb,2q3MCkb,Lister
2017-04-11,2017-06-13,63,12,0,http://bit.ly/2oVzaxM,2oVzaxM,Lister
2017-06-08,2017-06-13,5,12,3,http://bit.ly/2rR8VYh,2rR8VYh,Admin
2017-05-05,2017-06-12,38,814,0,http://bit.ly/2qAqRZ1,2qAqRZ1,Lister
2017-05-30,2017-06-12,13,427,6,http://bit.ly/2qw2Umg,2qw2Umg,Admin
2017-04-27,2017-06-12,46,330,0,http://bit.ly/2pmhCZb,2pmhCZb,Admin
2017-04-11,2017-06-12,62,252,0,http://bit.ly/2oVMRgw,2oVMRgw,Admin
2017-05-02,2017-06-12,41,201,0,http://bit.ly/2qouOzy,2qouOzy,Admin
2017-04-11,2017-06-12,62,165,0,http://bit.ly/2oVu9pf,2oVu9pf,Admin
2017-06-06,2017-06-12,6,142,2,http://bit.ly/2rId5Bu,2rId5Bu,Admin
2017-05-30,2017-06-12,13,122,0,http://bit.ly/2rgBzBK,2rgBzBK,Admin
2017-05-16,2017-06-12,27,116,0,http://bit.ly/2qtOwb4,2qtOwb4,Admin
2017-06-07,2017-06-12,5,115,3,http://bit.ly/2rLN3gW,2rLN3gW,Admin
2017-05-24,2017-06-12,19,114,0,http://bit.ly/2qWG3NB,2qWG3NB,Lister
2017-04-10,2017-06-12,63,112,0,http://bit.ly/2oZdTD5,2oZdTD5,Admin
2017-05-30,2017-06-12,13,108,0,http://bit.ly/2rgc9Ej,2rgc9Ej,Admin
2017-04-06,2017-06-12,67,104,0,http://bit.ly/2oePuJ5,2oePuJ5,Lister
2017-04-27,2017-06-12,46,100,0,http://bit.ly/2pjZH5p,2pjZH5p,Admin
2017-04-10,2017-06-12,63,98,0,http://bit.ly/2onLVjZ,2onLVjZ,Admin
2017-04-22,2017-06-12,51,90,1,http://bit.ly/2q1B5h9,2q1B5h9,Lister
2017-06-19,2017-06-12,-7,88,0,http://bit.ly/2sqxbAw,2sqxbAw,Lister
2017-05-12,2017-06-12,31,83,0,http://bit.ly/2pq3Fg8,2pq3Fg8,Admin
2017-05-04,2017-06-12,39,77,0,http://bit.ly/2qvGfpk,2qvGfpk,Admin
2017-05-03,2017-06-12,40,75,0,http://bit.ly/2qFQ6p8,2qFQ6p8,Lister
2017-05-01,2017-06-12,42,71,0,http://bit.ly/2pvECVJ,2pvECVJ,Admin
2017-04-26,2017-06-12,47,70,0,http://bit.ly/2pj1RST,2pj1RST,Admin
2017-05-15,2017-06-12,28,69,0,http://bit.ly/2qkwHNw,2qkwHNw,Lister
2017-04-08,2017-06-12,65,69,0,http://bit.ly/2nOEPRk,2nOEPRk,Admin
2017-06-06,2017-06-12,6,66,1,http://bit.ly/2qYKHy5,2qYKHy5,Admin
2017-06-13,2017-06-12,-1,65,0,http://bit.ly/2s6cyJQ,2s6cyJQ,Admin
2017-05-01,2017-06-12,42,63,0,http://bit.ly/2qpEKpE,2qpEKpE,Lister
2017-06-05,2017-06-12,7,62,0,http://bit.ly/2rCTwuf,2rCTwuf,Lister
2017-05-26,2017-06-12,17,57,0,http://bit.ly/2r1pWP1,2r1pWP1,Admin
2017-06-13,2017-06-12,-1,57,0,http://bit.ly/2rmAr2J,2rmAr2J,Admin
2017-04-09,2017-06-12,64,57,0,http://bit.ly/2onBdKh,2onBdKh,Admin
2017-05-03,2017-06-12,40,56,0,http://bit.ly/2p9cqHc,2p9cqHc,Lister
2017-05-17,2017-06-12,26,52,0,http://bit.ly/2pIur3j,2pIur3j,Admin
2017-05-22,2017-06-12,21,52,1,http://bit.ly/2q0vfkr,2q0vfkr,Admin
2017-04-28,2017-06-12,45,50,0,http://bit.ly/2ptV76K,2ptV76K,Lister
2017-05-04,2017-06-12,39,50,0,http://bit.ly/2qIBR2F,2qIBR2F,Admin
2017-05-04,2017-06-12,39,48,0,http://bit.ly/2qwkm9p,2qwkm9p,Lister
2017-04-19,2017-06-12,54,47,0,http://bit.ly/2pRrKrV,2pRrKrV,Admin
2017-05-15,2017-06-12,28,44,1,http://bit.ly/2r9A7n6,2r9A7n6,Lister
2017-05-03,2017-06-12,40,43,0,http://bit.ly/2oYn9s8,2oYn9s8,Lister
2017-04-24,2017-06-12,49,43,0,http://bit.ly/2q7WzZF,2q7WzZF,Admin
2017-04-11,2017-06-12,62,41,0,http://bit.ly/2oUvsEK,2oUvsEK,Admin
2017-05-22,2017-06-12,21,39,0,http://bit.ly/2qPRCpM,2qPRCpM,Admin
2017-05-02,2017-06-12,41,38,0,http://bit.ly/2qoBldU,2qoBldU,Lister
2017-05-07,2017-06-12,36,38,0,http://bit.ly/2qG6HwK,2qG6HwK,Admin
2017-05-03,2017-06-12,40,38,0,http://bit.ly/2p6nbck,2p6nbck,Lister
2017-04-09,2017-06-12,64,37,0,http://bit.ly/2on37G4,2on37G4,Admin
2017-05-12,2017-06-12,31,37,1,http://bit.ly/2pseHRV,2pseHRV,Admin
2017-05-15,2017-06-12,28,35,0,http://bit.ly/2qoHNyZ,2qoHNyZ,Admin
2017-05-11,2017-06-12,32,34,0,http://bit.ly/2qw0iUV,2qw0iUV,Lister
2017-05-01,2017-06-12,42,33,0,http://bit.ly/2qlotFa,2qlotFa,Lister
2017-05-24,2017-06-12,19,31,1,http://bit.ly/2qWx5A8,2qWx5A8,Admin
2017-04-25,2017-06-12,48,30,0,http://bit.ly/2q2QtNH,2q2QtNH,Lister
2017-05-10,2017-06-12,33,29,0,http://bit.ly/2pwGZpE,2pwGZpE,Lister
2017-05-26,2017-06-12,17,29,0,http://bit.ly/2r49FZt,2r49FZt,Admin
2017-04-19,2017-06-12,54,27,0,http://bit.ly/2pDeKXI,2pDeKXI,Lister
2017-05-04,2017-06-12,39,27,0,http://bit.ly/2qEsUbJ,2qEsUbJ,Lister
2017-05-01,2017-06-12,42,26,0,http://bit.ly/2pPwQcj,2pPwQcj,Lister
2017-05-04,2017-06-12,39,26,0,http://bit.ly/2qvyTSX,2qvyTSX,Lister
2017-04-11,2017-06-12,62,26,0,http://bit.ly/2oVNqXB,2oVNqXB,Admin
2017-05-05,2017-06-12,38,25,0,http://bit.ly/2qJrmx2,2qJrmx2,Lister
2017-05-22,2017-06-12,21,24,0,http://bit.ly/2q3EwZ3,2q3EwZ3,Admin
2017-04-10,2017-06-12,63,24,0,http://bit.ly/2onNgXQ,2onNgXQ,Admin
2017-04-28,2017-06-12,45,24,0,http://bit.ly/2oQsw7N,2oQsw7N,Lister
2017-06-16,2017-06-12,-4,24,0,http://bit.ly/2shcVl2,2shcVl2,Admin
2017-05-02,2017-06-12,41,23,0,http://bit.ly/2qn1dGR,2qn1dGR,Lister
2017-04-29,2017-06-12,44,23,0,http://bit.ly/2qiYIm1,2qiYIm1,Lister
2017-05-26,2017-06-12,17,23,0,http://bit.ly/2r1Nvaf,2r1Nvaf,Admin
2017-05-18,2017-06-12,25,22,0,http://bit.ly/2pQbWKo,2pQbWKo,Admin
2017-05-04,2017-06-12,39,22,0,http://bit.ly/2pa7st4,2pa7st4,Lister
2017-05-17,2017-06-12,26,22,0,http://bit.ly/2pL7pZH,2pL7pZH,Admin
2017-05-17,2017-06-12,26,21,0,http://bit.ly/2pIrMqB,2pIrMqB,Admin
2017-04-19,2017-06-12,54,21,0,http://bit.ly/2pCXsNi,2pCXsNi,Lister
2017-05-11,2017-06-12,32,21,0,http://bit.ly/2potRIb,2potRIb,Lister
2017-05-10,2017-06-12,33,21,0,http://bit.ly/2qTdIud,2qTdIud,Admin
2017-05-02,2017-06-12,41,20,0,http://bit.ly/2pC6Car,2pC6Car,Admin
2017-05-05,2017-06-12,38,20,0,http://bit.ly/2qAXLbF,2qAXLbF,Lister
2017-05-05,2017-06-12,38,20,0,http://bit.ly/2q8b3N6,2q8b3N6,Lister
2017-05-12,2017-06-12,31,19,0,http://bit.ly/2pstrR3,2pstrR3,Lister
2017-05-12,2017-06-12,31,19,0,http://bit.ly/2qcWu8i,2qcWu8i,Lister
2017-05-31,2017-06-12,12,19,1,http://bit.ly/2qBwCpU,2qBwCpU,Admin
2017-04-27,2017-06-12,46,18,0,http://bit.ly/2p5IYUT,2p5IYUT,Lister
2017-05-12,2017-06-12,31,17,0,http://bit.ly/2pstso5,2pstso5,Admin
